"행정구역","2025년06월_남자 평균연령","2025년06월_여자 평균연령"
"경기도 성남시 분당구 수내2동(4113553000)","38.9","39.8"
"경기도 성남시 분당구 수내3동(4113554000)","39.7","40.9"
"경기도 성남시 분당구 정자동(4113554500)","42.3","44"
"경기도 성남시 분당구 정자1동(4113555000)","42.3","42.6"
"경기도 성남시 분당구 정자2동(4113556000)","43.3","47.5"
"경기도 성남시 분당구 정자3동(4113557000)","41.6","43.5"
"경기도 성남시 분당구 서현1동(4113558000)","41.4","42.9"
"경기도 성남시 분당구 서현2동(4113559000)","42","44.2"
"경기도 성남시 분당구 이매1동(4113560000)","41.7","43.5"
"경기도 성남시 분당구 이매2동(4113561000)","43.5","44.8"
"경기도 성남시 분당구 야탑1동(4113562000)","44.1","46"
"경기도 성남시 분당구 야탑2동(4113563000)","44.6","46.2"
"경기도 성남시 분당구 야탑3동(4113564000)","44","46.8"
"경기도 성남시 분당구 판교동(4113565000)","39.1","40.1"
"경기도 성남시 분당구 삼평동(4113565500)","40.4","41.8"
"경기도 성남시 분당구 백현동(4113565700)","42","43.7"
"경기도 성남시 분당구 금곡동(4113566200)","44.6","46.8"
"경기도 성남시 분당구 구미1동(4113566500)","43.1","44.8"
"경기도 성남시 분당구 구미동(4113567000)","45.4","47.5"
"경기도 성남시 분당구 운중동(4113568000)","39.3","40.1"
"경기도 의정부시 (4115000000)","44.2","46.5"
"경기도 의정부시 의정부1동(4115051000)","44.1","44.7"
"경기도 의정부시 의정부2동(4115052000)","44.9","47.1"
"경기도 의정부시 호원1동(4115054500)","47.8","50"
"경기도 의정부시 호원2동(4115055500)","46.4","49.1"
"경기도 의정부시 장암동(4115056100)","46.1","49.2"
"경기도 의정부시 신곡1동(4115056700)","45.6","47.7"
"경기도 의정부시 신곡2동(4115056800)","44.6","47.3"
"경기도 의정부시 송산1동(4115057300)","44","46.7"
"경기도 의정부시 송산2동(4115057600)","43","45.2"
"경기도 의정부시 송산3동(4115057800)","39.3","41.3"
"경기도 의정부시 자금동(4115058000)","45.8","48.3"
"경기도 의정부시 가능동(4115059500)","46.8","49.5"
"경기도 의정부시 흥선동(4115061500)","45.9","48.6"
"경기도 의정부시 녹양동(4115062000)","46.2","49.4"
"경기도 의정부시 고산동(4115063000)","37.3","38.2"
"경기도 안양시 (4117000000)","43.4","45.4"
"경기도 안양시 만안구 (4117100000)","45.3","47.5"
"경기도 안양시 만안구 안양1동(4117151000)","43.2","44.4"
"경기도 안양시 만안구 안양2동(4117152000)","45.6","47.4"
"경기도 안양시 만안구 안양3동(4117153000)","47.2","50.2"
"경기도 안양시 만안구 안양4동(4117154000)","48.6","51.1"
"경기도 안양시 만안구 안양5동(4117155000)","44.4","47.1"
"경기도 안양시 만안구 안양6동(4117156000)","43.3","44.6"
"경기도 안양시 만안구 안양7동(4117157000)","41.1","42.6"
"경기도 안양시 만안구 안양8동(4117158000)","48.3","51.2"
"경기도 안양시 만안구 안양9동(4117158100)","48.6","51.4"
"경기도 안양시 만안구 석수1동(4117159000)","46.2","48.4"
"경기도 안양시 만안구 석수2동(4117160000)","46.3","48.6"
"경기도 안양시 만안구 충훈동(4117161100)","45.7","48.5"
"경기도 안양시 만안구 박달1동(4117162100)","49.3","51.6"
"경기도 안양시 만안구 박달2동(4117163000)","42.2","44.2"
"경기도 안양시 동안구 (4117300000)","41.9","44"
"경기도 안양시 동안구 비산1동(4117351000)","41.9","43.4"
"경기도 안양시 동안구 비산2동(4117352000)","41.9","44"
"경기도 안양시 동안구 비산3동(4117353000)","43.6","45.7"
"경기도 안양시 동안구 부흥동(4117354000)","42.2","45.5"
"경기도 안양시 동안구 달안동(4117354600)","43.1","48"
"경기도 안양시 동안구 관양동(4117355200)","46.4","49.7"
"경기도 안양시 동안구 인덕원동(4117355900)","44.1","46.5"
"경기도 안양시 동안구 부림동(4117356600)","40.8","43.1"
"경기도 안양시 동안구 평촌동(4117357000)","42.4","43.9"
"경기도 안양시 동안구 평안동(4117357600)","38.7","40.6"
"경기도 안양시 동안구 귀인동(4117357800)","38.4","40.4"
"경기도 안양시 동안구 호계1동(4117358000)","37.5","38.3"
"경기도 안양시 동안구 호계2동(4117359000)","41.8","43.3"
"경기도 안양시 동안구 호계3동(4117360000)","43.5","44.7"
"경기도 안양시 동안구 범계동(4117361000)","40.9","43.2"
"경기도 안양시 동안구 신촌동(4117362000)","42.4","43.7"
"경기도 안양시 동안구 갈산동(4117363000)","44.1","45"
"경기도 부천시 (4119000000)","44.8","46.8"
"경기도 부천시 원미구 (4119200000)","44.3","46"
"경기도 부천시 원미구 심곡1동(4119251000)","46.2","48"
"경기도 부천시 원미구 심곡2동(4119252000)","45.1","45.8"
"경기도 부천시 원미구 심곡3동(4119253000)","46.3","49.1"
"경기도 부천시 원미구 원미1동(4119254000)","46.1","48.2"
"경기도 부천시 원미구 원미2동(4119255000)","48.9","51.4"
"경기도 부천시 원미구 소사동(4119256000)","50.4","54.4"
"경기도 부천시 원미구 역곡1동(4119257000)","46.5","48.9"
"경기도 부천시 원미구 역곡2동(4119258000)","45.9","48.6"
"경기도 부천시 원미구 춘의동(4119259000)","46.3","49.1"
"경기도 부천시 원미구 도당동(4119260000)","45.8","47.6"
"경기도 부천시 원미구 약대동(4119261000)","43.5","44.9"
"경기도 부천시 원미구 중동(4119262000)","44","46.2"
"경기도 부천시 원미구 중1동(4119263000)","41.8","42.6"
"경기도 부천시 원미구 중2동(4119264000)","44.3","45.8"
"경기도 부천시 원미구 중3동(4119265000)","44.4","46.6"
"경기도 부천시 원미구 중4동(4119266000)","44.9","46.6"
"경기도 부천시 원미구 상동(4119267000)","46.2","48.3"
"경기도 부천시 원미구 상1동(4119268000)","43.6","45.4"
"경기도 부천시 원미구 상2동(4119269000)","40.2","41.3"
"경기도 부천시 원미구 상3동(4119270000)","41.6","42.2"
"경기도 부천시 소사구 (4119400000)","44.6","46.8"
"경기도 부천시 소사구 심곡본1동(4119451000)","48.6","51.1"
"경기도 부천시 소사구 심곡본동(4119452000)","49.1","51.8"
"경기도 부천시 소사구 소사본동(4119453000)","46.4","49.1"
"경기도 부천시 소사구 소사본1동(4119454000)","46","48.1"
"경기도 부천시 소사구 범박동(4119455000)","40","40.9"
"경기도 부천시 소사구 옥길동(4119456000)","38.8","39.9"
"경기도 부천시 소사구 괴안동(4119457000)","46.6","49.4"
"경기도 부천시 소사구 역곡3동(4119458000)","46.6","49.5"
"경기도 부천시 소사구 송내1동(4119459000)","45.8","47.7"
"경기도 부천시 소사구 송내2동(4119460000)","44.8","47.6"
"경기도 부천시 오정구 (4119600000)","46.4","49"
"경기도 부천시 오정구 성곡동(4119651000)","46.5","48.8"
"경기도 부천시 오정구 원종1동(4119652000)","45.9","48.9"
"경기도 부천시 오정구 원종2동(4119653000)","46.5","48.9"
"경기도 부천시 오정구 고강본동(4119654000)","47.2","50.1"
"경기도 부천시 오정구 고강1동(4119655000)","47.4","50.2"
"경기도 부천시 오정구 오정동(4119656000)","45.4","47.9"
"경기도 부천시 오정구 신흥동(4119657000)","46.3","48.8"
"경기도 광명시 (4121000000)","43.3","45.4"
"경기도 광명시 광명1동(4121051000)","39.5","40.4"
"경기도 광명시 광명2동(4121052000)","50.6","54.5"
"경기도 광명시 광명3동(4121054000)","50.2","53.9"
"경기도 광명시 광명4동(4121055000)","49.4","52"
"경기도 광명시 광명5동(4121056000)","46.4","49.3"
"경기도 광명시 광명6동(4121057000)","43.8","45"
"경기도 광명시 광명7동(4121058000)","42.8","44.8"
"경기도 광명시 철산1동(4121059000)","41.6","44"
"경기도 광명시 철산2동(4121060000)","44.8","45.4"
"경기도 광명시 철산3동(4121061000)","41.8","42.9"
"경기도 광명시 철산4동(4121062000)","41.6","43.3"
"경기도 광명시 하안1동(4121063100)","43.2","44.8"
"경기도 광명시 하안2동(4121063200)","44.4","48.4"
"경기도 광명시 하안3동(4121063300)","44.6","49"
"경기도 광명시 하안4동(4121063400)","41.9","44.9"
"경기도 광명시 소하1동(4121064000)","41.9","44"
"경기도 광명시 소하2동(4121065000)","45.6","48.5"
"경기도 광명시 일직동(4121065500)","38.2","38.1"
"경기도 광명시 학온동(4121066000)","55.2","57.8"
"경기도 평택시 (4122000000)","41.2","43"
"경기도 평택시 팽성읍(4122025000)","48.5","51.8"
"경기도 평택시 안중읍(4122025300)","42.3","43.9"
"경기도 평택시 포승읍(4122025600)","44.7","46.8"
"경기도 평택시 청북읍(4122025900)","39.9","40.5"
"경기도 평택시 진위면(4122031000)","48.9","52.5"
"경기도 평택시 서탄면(4122032000)","52.4","57.6"
"경기도 평택시 고덕면(4122033000)","44.2","47.1"
"경기도 평택시 오성면(4122034000)","51.5","55.7"
"경기도 평택시 현덕면(4122037000)","52.5","56.7"
"경기도 평택시 중앙동(4122051000)","42.2","45.7"
"경기도 평택시 서정동(4122052000)","45.2","48.5"
"경기도 평택시 송탄동(4122053500)","39.2","39.9"
"경기도 평택시 지산동(4122055000)","43.1","45.4"
"경기도 평택시 송북동(4122056000)","45.2","47.8"
"경기도 평택시 신장1동(4122057000)","43","46.5"
"경기도 평택시 신장2동(4122058000)","48.9","55.1"
"경기도 평택시 신평동(4122059000)","45.1","48.5"
"경기도 평택시 원평동(4122060000)","44.4","47.4"
"경기도 평택시 통복동(4122061000)","43.1","45.6"
"경기도 평택시 비전1동(4122062000)","40.2","41.9"
"경기도 평택시 비전2동(4122063000)","40.2","42"
"경기도 평택시 용이동(4122063500)","37.1","38"
"경기도 평택시 세교동(4122064000)","39.9","41.5"
"경기도 평택시 동삭동(4122065000)","35.8","36.2"
"경기도 평택시 고덕동(4122066000)","33.1","32.9"
"경기도 동두천시 (4125000000)","47.8","50.7"
"경기도 동두천시 생연1동(4125051000)","49.2","52.7"
"경기도 동두천시 생연2동(4125052000)","48","51.5"
"경기도 동두천시 중앙동(4125053500)","54.9","59.2"
"경기도 동두천시 보산동(4125055000)","51.8","55"
"경기도 동두천시 불현동(4125056500)","47.3","49.7"
"경기도 동두천시 송내동(4125056600)","44","47.1"
"경기도 동두천시 소요동(4125058000)","51.5","55"
"경기도 동두천시 상패동(4125060000)","51.5","55.4"
"경기도 안산시 (4127000000)","43.8","45.5"
"경기도 안산시 상록구 (4127100000)","44.1","46"
"경기도 안산시 상록구 일동(4127151000)","44.7","46.4"
"경기도 안산시 상록구 이동(4127151500)","45.2","46.8"
"경기도 안산시 상록구 사동(4127152500)","44.2","47.7"
"경기도 안산시 상록구 사이동(4127153200)","43.1","45.1"
"경기도 안산시 상록구 해양동(4127153700)","39","39.5"
"경기도 안산시 상록구 본오1동(4127154000)","43.8","45.5"
"경기도 안산시 상록구 본오2동(4127155000)","45","46.8"
"경기도 안산시 상록구 본오3동(4127156000)","45.9","48"
"경기도 안산시 상록구 부곡동(4127157000)","45","46.8"
"경기도 안산시 상록구 월피동(4127158000)","44","46.2"
"경기도 안산시 상록구 성포동(4127159000)","44.4","46.9"
"경기도 안산시 상록구 반월동(4127160000)","48","50.3"
"경기도 안산시 상록구 안산동(4127161000)","49.1","51.3"
"경기도 안산시 단원구 (4127300000)","43.4","45"
"경기도 안산시 단원구 와동(4127351000)","43.6","45.6"
"경기도 안산시 단원구 고잔동(4127352500)","43.7","45.9"
"경기도 안산시 단원구 중앙동(4127353200)","41.4","42.1"
"경기도 안산시 단원구 호수동(4127353500)","41.7","42.7"
"경기도 안산시 단원구 원곡동(4127354500)","52","53.9"
"경기도 안산시 단원구 백운동(4127355500)","42.5","43.8"
"경기도 안산시 단원구 신길동(4127356500)","44.6","46.3"
"경기도 안산시 단원구 초지동(4127357000)","42","44.2"
"경기도 안산시 단원구 선부1동(4127358000)","43.5","45.7"
"경기도 안산시 단원구 선부2동(4127359000)","43.9","44.6"
"경기도 안산시 단원구 선부3동(4127360000)","43.2","44.9"
"경기도 안산시 단원구 대부동(4127361000)","55.3","57.8"
"경기도 고양시 (4128000000)","43.9","45.9"
"경기도 고양시 덕양구 (4128100000)","43.9","45.8"
"경기도 고양시 덕양구 주교동(4128151000)","48.7","52.3"
"경기도 고양시 덕양구 원신동(4128152000)","42.8","44.2"
"경기도 고양시 덕양구 흥도동(4128153000)","40.9","41.9"
"경기도 고양시 덕양구 성사1동(4128154000)","45.7","48.6"
"경기도 고양시 덕양구 성사2동(4128155000)","48.1","51.2"
"경기도 고양시 덕양구 효자동(4128156000)","38.1","38.7"
"경기도 고양시 덕양구 삼송1동(4128157600)","41.4","41.8"
"경기도 고양시 덕양구 삼송2동(4128157700)","43","44.9"
"경기도 고양시 덕양구 창릉동(4128158000)","40.4","41.2"
"경기도 고양시 덕양구 고양동(4128159000)","46.9","49.4"
"경기도 고양시 덕양구 관산동(4128160000)","49.3","52.2"
"경기도 고양시 덕양구 능곡동(4128161000)","45.4","47.6"
"경기도 고양시 덕양구 화정1동(4128162100)","45.9","48.3"
"경기도 고양시 덕양구 화정2동(4128162200)","43.2","45.4"
"경기도 고양시 덕양구 행주동(4128163000)","49.4","52"
"경기도 고양시 덕양구 행신1동(4128164000)","45.4","48.2"
"경기도 고양시 덕양구 행신2동(4128165000)","44.2","46.5"
"경기도 고양시 덕양구 행신3동(4128165500)","44.9","47.4"
"경기도 고양시 덕양구 행신4동(4128165600)","46.2","49.4"
"경기도 고양시 덕양구 화전동(4128166000)","39.7","41"
"경기도 고양시 덕양구 대덕동(4128167000)","37.3","37.3"
"경기도 고양시 일산동구 (4128500000)","43.9","45.7"
"경기도 고양시 일산동구 식사동(4128551000)","40.3","41.6"
"경기도 고양시 일산동구 중산1동(4128552500)","47.4","50.4"
"경기도 고양시 일산동구 중산2동(4128552600)","43.6","46.5"
"경기도 고양시 일산동구 정발산동(4128553000)","45.6","48"
"경기도 고양시 일산동구 풍산동(4128554000)","43.6","46"
"경기도 고양시 일산동구 백석1동(4128555100)","43.8","45.7"
"경기도 고양시 일산동구 백석2동(4128555200)","46.4","47.2"
"경기도 고양시 일산동구 마두1동(4128556000)","43.5","45"
"경기도 고양시 일산동구 마두2동(4128557000)","43.1","45.3"
"경기도 고양시 일산동구 장항1동(4128558000)","37","36.9"
"경기도 고양시 일산동구 장항2동(4128559000)","45.6","46"
"경기도 고양시 일산동구 고봉동(4128560000)","48.5","51.6"
"경기도 고양시 일산서구 (4128700000)","43.9","46.1"
"경기도 고양시 일산서구 일산1동(4128751000)","45.5","48.1"
"경기도 고양시 일산서구 일산2동(4128752000)","47.6","49.8"
"경기도 고양시 일산서구 일산3동(4128753000)","41","43"
"경기도 고양시 일산서구 탄현1동(4128754500)","43.1","45.5"
"경기도 고양시 일산서구 탄현2동(4128754600)","42.1","44.5"
"경기도 고양시 일산서구 주엽1동(4128755000)","44.8","47.8"
"경기도 고양시 일산서구 주엽2동(4128756000)","45.1","48.1"
"경기도 고양시 일산서구 대화동(4128757000)","44","46"
"경기도 고양시 일산서구 송포동(4128758000)","44.1","45.5"
"경기도 고양시 일산서구 덕이동(4128760000)","43","44.2"
"경기도 고양시 일산서구 가좌동(4128761000)","44.8","46.3"
"경기도 과천시 (4129000000)","40.8","42.5"
"경기도 과천시 중앙동(4129051000)","44.3","46.2"
"경기도 과천시 원문동(4129051500)","39.8","41.4"
